Student_ID,Sleep_Hours,Assignment_Count,Screen_Time_Hours,Attendance_Percentage,Study_Hours,Social_Media_Usage_Hours,Burnout_Score,Stress_Level
STU03369,9.2,9,10.8,47,4.3,4.7,49.5,Medium
STU03370,5.5,8,1.9,96,7.6,7.5,45.5,Medium
STU03371,3.6,3,2.5,88,6.6,7.2,37.3,Medium
STU03372,5.0,4,2.7,79,5.4,5.4,35.8,Medium
STU03373,6.0,15,7.1,83,9.1,6.9,61.9,Medium
STU03374,4.9,1,3.3,44,7.9,3.0,37.5,Medium
STU03375,7.3,7,11.5,56,5.6,2.5,45.7,Medium
STU03376,5.0,8,7.9,48,3.7,0.8,44.6,Medium
STU03377,4.0,4,7.8,47,5.7,6.6,45.9,Medium
STU03378,8.4,14,8.3,71,1.5,5.6,47.5,Medium
STU03379,5.0,10,8.1,87,1.0,0.6,40.7,Medium
STU03380,4.4,3,8.9,68,4.5,3.0,40.2,Medium
STU03381,9.4,10,1.3,59,9.2,7.0,48.4,Medium
STU03382,7.4,11,3.8,85,9.4,4.7,45.8,Medium
STU03383,3.7,4,10.1,97,1.6,1.6,34.5,Low
STU03384,7.2,2,10.6,44,1.1,2.3,32.8,Low
STU03385,4.2,5,3.6,96,9.2,5.5,42.3,Medium
STU03386,4.1,0,10.8,55,8.3,5.4,48.3,Medium
STU03387,4.4,0,6.5,63,5.0,5.3,38.7,Medium
STU03388,5.6,14,2.0,80,1.0,4.0,36.8,Medium
STU03389,7.0,4,11.3,47,0.9,1.1,38.7,Medium
STU03390,3.8,10,7.2,90,2.1,2.9,41.1,Medium
STU03391,3.9,11,6.3,43,1.5,7.0,54.9,Medium
STU03392,7.9,2,2.3,67,1.9,2.7,15.2,Low
STU03393,5.9,15,11.3,70,0.7,1.5,52.8,Medium
STU03394,5.6,12,9.7,85,9.4,5.0,63.1,Medium
STU03395,3.8,4,4.4,66,5.7,4.9,43.7,Medium
STU03396,8.6,8,4.8,57,3.5,4.9,34.7,Low
STU03397,5.6,6,3.0,84,7.2,7.9,43.8,Medium
STU03398,3.8,3,9.9,52,0.8,2.7,35.9,Medium
STU03399,9.2,14,8.6,73,8.2,4.4,48.4,Medium
STU03400,8.6,0,4.5,86,0.8,3.3,17.4,Low
STU03401,4.0,0,1.2,67,1.5,4.4,19.5,Low
STU03402,6.3,4,10.9,93,5.1,2.4,38.3,Medium
STU03403,4.6,7,6.0,96,5.0,2.8,33.7,Low
STU03404,7.6,2,3.0,80,7.2,6.7,30.0,Low
STU03405,5.3,10,6.3,42,9.1,4.0,60.1,Medium
STU03406,8.9,2,2.6,41,4.9,7.9,30.7,Low
STU03407,7.3,11,8.4,73,9.8,7.3,57.7,Medium
STU03408,7.1,10,5.5,80,6.9,7.1,44.5,Medium
STU03409,7.9,13,10.9,76,6.2,5.7,58.2,Medium
STU03410,8.7,6,6.2,91,3.5,2.9,26.9,Low
STU03411,6.1,9,3.2,47,6.8,5.6,51.7,Medium
STU03412,7.2,4,1.0,81,3.9,6.6,30.5,Low
STU03413,6.0,5,5.9,83,4.9,7.8,38.2,Medium
STU03414,7.4,8,7.9,72,2.6,3.7,38.2,Medium
STU03415,5.2,15,10.3,90,7.4,2.8,62.6,Medium
STU03416,7.7,9,2.1,40,4.5,4.3,41.2,Medium
STU03417,4.5,6,3.2,98,6.0,0.7,34.0,Low
STU03418,4.9,9,2.3,50,3.8,6.6,49.8,Medium
STU03419,6.9,11,1.5,65,7.5,2.7,41.3,Medium
STU03420,4.6,11,5.7,53,1.8,4.8,43.5,Medium
STU03421,3.9,10,8.4,52,7.7,1.1,53.9,Medium
STU03422,6.6,0,3.0,89,5.8,5.7,24.9,Low
STU03423,7.6,15,2.5,56,7.0,4.3,46.4,Medium
STU03424,4.1,15,3.4,72,8.8,2.6,58.9,Medium
STU03425,7.4,0,1.0,74,0.9,6.9,20.0,Low
STU03426,6.3,3,5.4,69,5.3,5.2,37.1,Medium
STU03427,4.0,11,2.3,49,2.4,7.7,46.7,Medium
STU03428,5.7,3,10.6,59,1.7,1.2,37.3,Medium
STU03429,5.7,11,9.1,92,3.1,7.5,50.9,Medium
STU03430,8.8,8,6.6,41,3.3,3.7,36.0,Medium
STU03431,5.1,11,11.3,40,3.1,2.4,58.4,Medium
STU03432,4.2,13,10.5,67,5.9,5.5,63.0,Medium
STU03433,6.8,2,7.8,82,6.3,8.0,37.0,Medium
STU03434,5.5,9,9.9,79,3.8,3.8,44.3,Medium
STU03435,7.4,5,1.7,97,5.7,4.8,26.9,Low
STU03436,4.2,15,10.3,78,2.7,7.8,61.0,Medium
STU03437,5.7,10,1.5,72,6.1,6.8,48.6,Medium
STU03438,6.4,4,9.0,99,2.6,7.3,39.4,Medium
STU03439,9.1,5,6.1,84,5.1,0.9,21.7,Low
STU03440,6.6,3,3.2,73,8.8,7.5,38.6,Medium
STU03441,9.4,10,4.7,71,5.2,3.0,40.2,Medium
STU03442,4.7,13,2.1,84,6.2,2.2,41.6,Medium
STU03443,7.0,8,9.2,98,6.0,5.5,40.0,Medium
STU03444,7.2,11,9.3,49,5.7,7.2,57.6,Medium
STU03445,3.9,1,3.1,81,5.8,6.5,40.0,Medium
STU03446,4.6,8,4.1,91,4.3,1.2,35.3,Medium
STU03447,7.2,0,5.7,90,3.3,2.4,23.4,Low
STU03448,5.0,12,7.1,71,8.1,1.8,50.9,Medium
STU03449,7.4,14,6.1,76,7.9,3.7,55.5,Medium
STU03450,8.7,4,11.0,64,6.6,3.7,37.2,Medium
STU03451,6.4,10,2.3,48,0.8,3.0,35.2,Medium
STU03452,5.3,13,10.6,40,9.3,0.5,64.7,Medium
STU03453,3.9,9,10.0,80,3.5,2.6,45.2,Medium
STU03454,3.7,0,9.9,50,3.5,2.6,40.7,Medium
STU03455,5.0,8,7.4,67,2.7,7.5,45.9,Medium
STU03456,7.5,9,7.8,96,6.3,3.5,42.2,Medium
STU03457,3.9,14,6.7,69,7.1,1.7,52.2,Medium
STU03458,9.1,1,1.2,90,9.1,3.6,24.8,Low
STU03459,6.6,4,3.7,83,3.4,3.5,30.9,Low
STU03460,4.2,6,9.6,41,2.4,2.6,46.1,Medium
STU03461,9.3,11,11.3,79,0.8,1.9,36.1,Medium
STU03462,7.8,11,3.0,68,3.8,7.9,45.9,Medium
STU03463,7.8,0,9.7,56,10.0,6.7,44.4,Medium
STU03464,8.3,1,3.7,67,9.3,3.6,31.9,Low
STU03465,3.6,11,2.9,49,3.4,3.9,44.4,Medium
STU03466,5.9,6,9.4,66,2.3,1.9,41.1,Medium
STU03467,7.7,13,10.2,56,7.5,6.5,63.2,Medium
STU03468,4.8,14,11.0,81,1.1,7.7,60.3,Medium
STU03469,5.4,5,4.9,65,9.2,5.9,43.6,Medium
STU03470,3.7,3,10.0,51,8.4,1.3,50.1,Medium
STU03471,3.7,14,6.1,50,6.5,3.0,58.4,Medium
STU03472,4.4,7,2.7,81,3.6,7.3,44.4,Medium
STU03473,3.9,5,1.9,87,3.1,6.2,33.8,Low
STU03474,3.8,10,3.4,49,9.9,1.8,56.4,Medium
STU03475,6.5,13,11.1,64,4.4,5.8,59.8,Medium
STU03476,5.6,7,4.8,83,4.2,1.7,38.8,Medium
STU03477,3.9,13,6.1,94,0.9,7.8,47.3,Medium
STU03478,8.1,8,2.1,57,8.6,0.8,39.0,Medium
STU03479,8.0,13,4.5,92,9.5,4.9,52.2,Medium
STU03480,6.2,1,2.2,95,6.1,8.0,30.3,Low
STU03481,7.3,6,3.7,62,9.4,5.8,48.1,Medium
STU03482,6.9,5,11.3,93,2.4,6.0,43.4,Medium
STU03483,7.5,12,5.7,40,9.7,4.0,59.3,Medium
STU03484,7.8,12,5.5,80,9.4,7.0,52.2,Medium
STU03485,9.5,13,5.6,41,3.6,6.2,51.4,Medium
STU03486,9.4,3,8.9,68,4.7,6.9,32.2,Low
STU03487,8.7,10,7.2,95,9.1,1.8,45.3,Medium
STU03488,4.9,11,6.2,69,1.7,5.1,43.6,Medium
STU03489,4.1,10,1.9,70,7.5,6.1,47.5,Medium
STU03490,8.1,8,11.0,69,7.4,6.1,52.1,Medium
STU03491,8.9,11,6.2,94,3.7,4.3,32.7,Low
STU03492,5.0,6,1.1,63,4.1,5.4,32.0,Low
STU03493,3.8,2,3.0,41,8.1,7.5,41.5,Medium
STU03494,4.6,11,5.6,87,1.5,5.4,46.2,Medium
STU03495,4.4,13,2.0,58,9.4,5.3,57.6,Medium
STU03496,5.0,8,11.0,87,4.2,7.0,53.7,Medium
STU03497,4.4,12,11.2,80,1.5,6.2,54.9,Medium
STU03498,3.7,12,6.1,68,6.5,5.3,56.1,Medium
STU03499,5.2,11,2.1,85,7.6,1.9,38.8,Medium
STU03500,4.9,10,8.1,65,8.6,1.4,51.4,Medium
STU03501,7.1,7,12.0,47,5.1,1.3,48.7,Medium
STU03502,8.8,1,8.6,76,7.1,4.9,37.2,Medium
STU03503,8.1,2,2.2,99,1.3,4.5,19.7,Low
STU03504,3.7,1,10.8,93,6.2,5.0,43.8,Medium
STU03505,7.1,3,3.6,50,9.5,5.0,39.0,Medium
STU03506,5.7,3,4.5,58,2.5,6.0,34.4,Low
STU03507,4.4,15,1.7,79,6.7,4.3,56.9,Medium
STU03508,9.3,7,4.5,91,5.6,6.2,35.6,Medium
STU03509,5.3,7,9.1,88,5.6,1.4,40.5,Medium
STU03510,4.0,4,6.9,97,7.7,5.0,44.1,Medium
STU03511,5.8,6,3.4,55,1.0,4.1,33.5,Low
STU03512,7.0,3,2.8,96,8.3,0.8,23.5,Low
STU03513,3.9,4,5.0,69,1.3,3.0,29.6,Low
STU03514,6.8,12,10.2,67,3.3,0.9,43.2,Medium
STU03515,7.8,2,10.6,68,1.3,1.5,26.8,Low
STU03516,6.0,7,11.5,41,2.5,1.5,47.3,Medium
STU03517,6.4,11,4.4,48,5.4,7.3,55.8,Medium
STU03518,8.3,1,1.3,69,5.8,1.8,20.9,Low
STU03519,8.8,14,11.4,91,4.7,0.6,44.8,Medium
STU03520,6.7,12,11.0,98,0.9,3.1,38.3,Medium
STU03521,4.1,15,6.1,95,6.2,3.1,50.1,Medium
STU03522,7.7,2,6.0,97,8.4,0.9,28.6,Low
STU03523,7.6,13,3.7,41,8.6,5.6,53.1,Medium
STU03524,5.5,1,6.2,58,4.3,7.2,41.6,Medium
STU03525,4.8,3,9.1,85,0.7,7.3,35.9,Medium
STU03526,8.7,5,6.7,85,3.5,2.7,28.1,Low
STU03527,4.6,0,5.4,58,3.7,2.0,25.8,Low
STU03528,6.8,5,9.6,84,8.4,2.0,36.1,Medium
STU03529,8.8,0,6.1,79,1.0,0.5,18.6,Low
STU03530,8.9,14,7.3,98,8.9,2.0,51.4,Medium
STU03531,5.1,2,1.5,99,2.6,7.6,31.3,Low
STU03532,8.0,0,9.5,70,8.7,6.9,44.2,Medium
STU03533,5.8,8,2.8,62,5.0,6.6,43.5,Medium
STU03534,3.7,1,6.3,91,4.3,6.0,34.5,Low
STU03535,5.7,6,4.5,88,8.2,7.9,40.5,Medium
STU03536,7.9,10,10.3,93,6.6,7.6,49.4,Medium
STU03537,9.2,0,6.5,69,5.3,6.2,23.6,Low
STU03538,9.2,1,1.9,63,4.3,7.4,23.2,Low
STU03539,5.1,2,10.2,47,5.0,1.5,41.2,Medium
STU03540,4.4,10,8.9,57,4.2,3.8,51.2,Medium
STU03541,4.5,7,1.4,42,6.5,4.4,45.2,Medium
STU03542,8.2,10,6.1,60,0.6,2.6,32.7,Low
STU03543,4.0,1,11.0,83,7.7,1.1,37.0,Medium
STU03544,5.1,0,3.3,47,8.1,3.9,33.0,Low
STU03545,7.8,6,6.9,93,4.3,7.1,38.6,Medium
STU03546,5.6,11,5.7,52,4.2,3.3,46.2,Medium
STU03547,7.4,7,6.9,58,6.2,1.9,36.7,Medium
STU03548,6.5,5,6.6,43,4.2,7.9,43.6,Medium
STU03549,3.9,2,7.7,72,1.6,0.7,31.0,Low
STU03550,7.0,12,6.6,60,1.9,3.2,47.0,Medium
STU03551,7.2,10,5.9,71,3.0,2.2,34.6,Low
STU03552,8.6,11,3.5,63,2.1,1.8,30.9,Low
STU03553,7.0,1,5.8,88,3.6,8.0,34.9,Low
STU03554,5.1,8,3.7,57,4.5,7.0,41.8,Medium
STU03555,4.2,10,9.4,93,3.5,1.3,47.9,Medium
STU03556,5.5,15,1.4,49,6.7,4.5,55.6,Medium
STU03557,6.4,14,5.4,60,3.3,2.2,48.0,Medium
STU03558,5.6,12,7.4,59,5.7,2.9,55.4,Medium
STU03559,5.8,0,10.8,46,4.0,0.5,31.7,Low
STU03560,5.5,9,4.0,88,7.3,3.6,40.4,Medium
STU03561,6.8,3,4.7,80,3.0,6.0,34.6,Low
STU03562,4.6,11,2.7,66,6.5,2.3,50.5,Medium
STU03563,4.6,15,7.5,95,3.7,4.4,56.4,Medium
STU03564,4.4,4,9.6,43,9.8,2.0,49.3,Medium
STU03565,6.0,8,8.2,60,8.2,5.3,55.3,Medium
STU03566,4.7,11,10.9,43,3.5,6.5,62.8,Medium
STU03567,4.8,2,6.7,98,3.2,6.6,34.9,Low
STU03568,9.0,5,4.0,53,2.9,7.3,37.4,Medium
STU03569,6.6,1,5.5,88,8.2,6.3,37.5,Medium
STU03570,7.8,3,7.9,66,1.8,1.9,30.0,Low
STU03571,8.8,5,11.1,40,3.0,2.4,41.3,Medium
STU03572,5.6,4,5.2,76,6.8,5.7,44.0,Medium
STU03573,3.9,14,4.8,71,4.4,2.1,54.9,Medium
STU03574,8.3,1,4.4,45,1.2,5.7,28.8,Low
STU03575,5.3,11,4.3,64,4.4,1.3,46.4,Medium
STU03576,5.9,8,11.4,60,5.2,1.8,43.4,Medium
STU03577,6.3,1,6.1,51,4.2,3.7,34.5,Low
STU03578,7.9,6,6.9,73,4.0,2.7,34.2,Low
STU03579,8.7,7,3.4,93,8.4,3.3,31.4,Low
STU03580,8.4,6,2.5,56,0.9,7.2,35.3,Medium
STU03581,6.7,4,8.8,91,0.9,2.1,27.7,Low
STU03582,7.7,5,11.1,100,8.4,6.6,41.5,Medium
STU03583,5.3,5,6.5,40,3.9,6.7,40.6,Medium
STU03584,9.5,1,2.1,76,4.3,5.3,24.7,Low
STU03585,7.7,14,11.1,49,1.1,2.8,45.5,Medium
STU03586,9.0,8,3.9,86,3.3,4.8,31.9,Low
STU03587,6.2,0,9.2,100,5.4,7.0,37.9,Medium
STU03588,5.6,2,9.7,62,3.5,3.5,40.1,Medium
STU03589,7.7,7,10.8,66,4.4,4.5,47.0,Medium
STU03590,4.9,14,5.3,66,7.3,4.1,58.1,Medium
STU03591,4.2,3,3.1,75,5.1,6.8,34.1,Low
STU03592,6.1,6,5.0,69,8.0,1.6,35.3,Medium
STU03593,4.3,3,9.5,99,4.2,4.4,36.4,Medium
STU03594,8.5,0,1.7,70,8.2,4.6,27.5,Low
STU03595,4.6,1,3.2,47,7.2,2.7,35.6,Medium
STU03596,8.7,0,3.1,46,1.9,1.1,11.8,Low
STU03597,4.6,11,9.4,43,1.3,4.8,52.0,Medium
STU03598,5.1,14,11.8,45,2.7,4.6,64.0,Medium
STU03599,4.5,10,2.1,79,2.7,7.6,44.2,Medium
STU03600,5.4,3,5.0,87,1.8,6.5,28.8,Low
STU03601,5.3,9,4.3,51,3.0,4.2,44.3,Medium
STU03602,7.3,1,7.4,90,5.7,5.1,33.2,Low
STU03603,8.6,9,9.3,74,6.9,4.2,46.5,Medium
STU03604,8.5,11,3.6,64,4.7,1.6,39.4,Medium
STU03605,7.6,7,5.8,79,6.6,2.2,39.8,Medium
STU03606,5.7,10,9.3,80,1.1,4.0,39.5,Medium
STU03607,8.4,8,9.1,71,9.2,4.5,48.9,Medium
STU03608,8.5,6,11.0,72,0.7,5.7,41.1,Medium
STU03609,4.8,11,11.3,62,3.5,2.4,47.0,Medium
STU03610,4.0,6,7.7,67,7.5,0.7,48.4,Medium
STU03611,4.8,0,10.7,94,8.0,2.6,34.7,Low
STU03612,5.4,3,1.9,77,2.6,4.2,26.7,Low
STU03613,6.9,8,7.2,55,9.0,3.9,49.2,Medium
STU03614,9.0,8,7.3,88,2.5,7.8,36.7,Medium
STU03615,6.0,1,5.1,95,10.0,6.4,37.5,Medium
STU03616,6.9,6,1.4,96,1.5,6.2,27.1,Low
STU03617,5.1,4,10.0,57,6.7,5.1,45.4,Medium
STU03618,5.5,12,2.3,46,4.7,2.6,45.7,Medium
STU03619,4.6,3,9.6,55,7.0,1.1,40.2,Medium
STU03620,3.6,1,11.0,99,7.7,7.1,48.8,Medium
STU03621,7.5,5,6.0,74,8.4,1.9,32.1,Low
STU03622,5.4,12,9.5,97,5.0,3.3,45.0,Medium
STU03623,5.9,7,8.8,55,1.9,4.0,44.3,Medium
STU03624,6.1,11,1.6,64,3.6,3.5,37.0,Medium
STU03625,5.8,15,4.0,93,3.0,4.6,49.7,Medium
STU03626,9.2,9,9.7,77,5.9,2.5,43.8,Medium
STU03627,5.4,0,2.4,94,5.8,2.8,22.4,Low
STU03628,6.4,15,4.0,92,9.2,3.1,50.3,Medium
STU03629,9.5,15,2.9,43,2.0,2.2,34.7,Low
STU03630,5.6,10,6.8,48,8.4,1.4,47.3,Medium
STU03631,7.8,7,10.4,86,9.9,6.9,51.8,Medium
STU03632,5.2,10,9.2,75,5.7,2.5,46.6,Medium
STU03633,5.7,0,6.3,95,7.0,1.3,30.3,Low
STU03634,6.0,13,10.6,45,4.0,2.7,50.5,Medium
STU03635,6.4,6,6.0,43,7.7,5.4,46.5,Medium
STU03636,7.0,15,9.1,56,6.8,1.7,60.6,Medium
STU03637,6.0,1,2.8,80,5.2,5.8,26.9,Low
STU03638,5.0,7,8.9,58,8.6,4.5,52.3,Medium
STU03639,3.5,9,9.7,72,7.6,5.9,59.8,Medium
STU03640,8.1,6,8.0,85,9.8,3.5,42.7,Medium
STU03641,5.0,11,4.4,53,7.5,3.3,53.0,Medium
STU03642,8.6,0,2.3,49,6.9,5.1,25.6,Low
STU03643,5.4,6,8.8,43,3.7,2.2,39.4,Medium
STU03644,6.9,0,9.2,42,8.4,7.8,44.7,Medium
STU03645,6.0,6,4.7,88,8.6,7.7,40.5,Medium
STU03646,3.9,8,4.8,42,3.0,1.5,46.4,Medium
STU03647,7.7,5,1.9,60,7.7,3.8,29.6,Low
STU03648,6.4,11,2.0,49,2.9,5.9,44.8,Medium
STU03649,7.2,12,11.4,45,2.8,1.7,44.9,Medium
STU03650,9.1,15,1.1,73,5.9,2.4,41.3,Medium
STU03651,6.0,1,8.3,42,7.4,4.6,40.2,Medium
STU03652,6.6,2,10.3,57,8.8,6.0,50.8,Medium
STU03653,7.3,12,11.4,56,10.0,2.6,58.4,Medium
STU03654,8.5,7,6.4,78,9.7,4.6,39.3,Medium
STU03655,9.0,6,1.0,63,7.1,2.6,25.2,Low
STU03656,3.9,5,11.2,59,2.5,1.6,37.9,Medium
STU03657,5.8,13,6.8,83,5.1,1.1,45.3,Medium
STU03658,4.3,15,1.1,43,9.9,3.6,58.2,Medium
STU03659,4.5,4,2.8,81,3.6,2.7,26.5,Low
STU03660,5.8,15,10.9,48,3.9,1.3,59.1,Medium
STU03661,6.7,12,1.7,100,9.4,3.0,41.6,Medium
STU03662,5.5,8,5.1,64,4.2,4.8,43.3,Medium
STU03663,5.3,13,9.1,99,6.5,0.7,52.8,Medium
STU03664,4.3,5,9.9,67,2.4,3.0,40.8,Medium
STU03665,5.4,15,2.7,75,3.7,2.5,48.7,Medium
STU03666,4.0,10,4.9,86,1.5,3.0,35.9,Medium
STU03667,8.6,15,2.0,76,8.5,1.6,47.3,Medium
STU03668,7.7,1,3.3,90,3.7,1.9,16.8,Low
STU03669,6.7,3,10.2,70,6.8,5.9,46.7,Medium
STU03670,7.9,6,2.3,65,4.4,4.8,32.0,Low
STU03671,9.0,8,4.4,77,4.4,2.4,30.5,Low
STU03672,6.0,5,11.7,97,8.7,4.9,44.9,Medium
STU03673,5.6,14,6.1,85,7.4,4.5,56.4,Medium
STU03674,3.7,1,7.0,81,6.2,3.6,32.9,Low
STU03675,6.7,9,2.0,78,7.1,3.5,34.7,Low
STU03676,6.1,11,6.7,60,3.8,0.7,39.2,Medium
STU03677,9.4,15,6.6,80,0.9,1.3,39.9,Medium
STU03678,7.0,2,3.1,90,1.3,1.6,20.8,Low
STU03679,6.6,9,7.9,41,6.9,4.9,52.0,Medium
STU03680,7.0,3,6.3,59,2.3,7.8,39.5,Medium
STU03681,7.1,14,9.3,53,9.9,7.4,67.6,High
STU03682,9.4,14,10.3,85,8.2,7.4,53.1,Medium
STU03683,8.2,10,8.9,88,4.6,7.0,45.2,Medium
STU03684,8.5,3,3.3,94,1.0,5.1,18.5,Low
STU03685,5.4,1,3.2,76,7.6,2.5,27.3,Low
STU03686,8.3,3,8.0,95,2.5,7.8,27.7,Low
STU03687,6.6,2,11.5,96,6.6,2.3,31.7,Low
STU03688,6.2,6,11.4,85,8.6,6.8,52.5,Medium
STU03689,4.7,14,9.0,55,8.9,4.8,64.0,Medium
STU03690,7.7,5,8.1,86,3.0,5.1,33.8,Low
STU03691,8.8,1,4.4,85,10.0,3.5,25.7,Low
STU03692,3.7,4,8.4,48,9.9,4.8,50.8,Medium
STU03693,7.0,4,1.7,68,0.6,0.9,17.1,Low
STU03694,5.2,8,4.4,84,7.1,7.1,48.6,Medium
STU03695,4.8,6,6.2,42,1.0,3.5,34.9,Low
STU03696,7.3,6,8.9,53,9.3,6.5,51.4,Medium
STU03697,4.2,1,6.7,40,1.5,5.3,32.9,Low
STU03698,8.0,5,1.9,80,4.4,1.6,22.8,Low
STU03699,3.8,5,5.8,91,9.8,2.3,46.3,Medium
STU03700,4.6,1,9.5,89,3.3,0.9,25.2,Low
STU03701,9.5,15,4.9,85,1.1,3.7,33.2,Low
STU03702,9.1,13,11.0,50,8.1,2.6,54.4,Medium
STU03703,4.0,3,10.7,94,4.6,3.1,39.8,Medium
STU03704,9.1,13,2.6,72,4.7,6.5,41.6,Medium
STU03705,4.8,2,9.9,51,5.2,7.6,49.1,Medium
STU03706,4.4,8,1.6,96,3.7,2.5,30.9,Low
STU03707,6.4,14,2.1,54,3.9,1.4,45.1,Medium
STU03708,9.2,13,1.1,54,0.9,7.8,36.7,Medium
STU03709,7.9,3,7.2,100,4.3,1.6,24.0,Low
STU03710,6.7,1,11.3,93,3.9,7.5,37.4,Medium
STU03711,6.4,3,6.2,64,2.7,0.9,31.7,Low
STU03712,8.7,4,6.4,72,6.1,6.0,40.3,Medium
STU03713,8.9,14,9.3,78,8.9,0.6,49.5,Medium
STU03714,7.4,15,9.1,52,6.3,7.6,67.2,High
STU03715,9.0,10,3.5,69,3.0,6.5,40.0,Medium
STU03716,5.8,3,11.7,56,7.0,4.5,49.9,Medium
STU03717,6.2,5,8.4,95,4.1,2.0,31.8,Low
STU03718,6.7,3,1.4,60,1.6,5.5,30.5,Low
STU03719,5.9,6,2.1,48,4.0,7.7,41.0,Medium
STU03720,8.4,14,4.4,73,4.8,6.7,48.1,Medium
STU03721,7.9,10,3.2,68,9.5,7.1,51.9,Medium
STU03722,7.9,7,1.4,83,4.3,4.2,30.7,Low
STU03723,9.2,11,9.1,79,7.9,5.8,49.2,Medium
STU03724,4.5,3,5.8,85,9.9,5.3,45.9,Medium
STU03725,3.6,3,9.0,57,7.5,5.8,51.7,Medium
STU03726,3.6,6,10.1,98,3.2,4.9,41.5,Medium
STU03727,3.5,12,7.8,66,6.9,6.7,65.6,High
STU03728,5.4,9,1.5,87,9.0,7.7,47.1,Medium
STU03729,8.1,9,8.6,59,4.4,1.6,40.6,Medium
STU03730,9.1,11,7.2,52,9.8,0.7,46.9,Medium
STU03731,4.4,7,8.2,55,3.2,4.5,49.1,Medium
STU03732,7.5,11,10.3,79,6.2,3.9,46.7,Medium
STU03733,7.9,1,3.7,80,2.0,4.4,21.8,Low
STU03734,5.7,3,4.0,98,6.1,1.1,22.9,Low
STU03735,7.7,4,9.7,58,6.7,5.6,42.5,Medium
STU03736,4.0,13,4.0,42,6.2,4.7,58.0,Medium
STU03737,6.4,9,8.7,90,1.3,4.8,36.3,Medium
STU03738,8.5,13,7.4,68,9.1,4.3,54.9,Medium
STU03739,8.0,11,9.3,91,7.4,4.6,52.0,Medium
STU03740,3.5,8,9.5,59,5.9,2.8,54.3,Medium
STU03741,4.7,11,9.3,91,6.4,6.0,53.3,Medium
STU03742,6.0,9,2.7,97,6.1,5.1,39.0,Medium
STU03743,5.8,14,11.7,70,3.7,2.4,53.7,Medium
STU03744,8.8,5,7.6,46,6.4,0.7,37.0,Medium
STU03745,4.9,14,9.0,52,8.9,5.2,68.9,High
STU03746,5.9,7,11.5,98,3.8,1.7,43.6,Medium
STU03747,8.8,15,7.5,98,4.4,5.7,45.9,Medium
STU03748,8.6,10,10.5,61,5.4,6.9,48.0,Medium
STU03749,5.0,0,2.4,70,7.2,2.2,28.2,Low
STU03750,5.1,14,8.0,43,5.1,2.5,60.7,Medium
STU03751,6.2,7,1.6,100,6.6,2.6,32.8,Low
STU03752,4.0,10,6.3,67,4.4,6.0,48.6,Medium
STU03753,6.9,6,8.2,89,4.2,7.9,45.7,Medium
STU03754,7.6,8,9.4,60,7.3,1.7,44.5,Medium
STU03755,7.1,8,2.5,40,0.9,7.1,36.0,Medium
STU03756,8.4,14,5.9,80,2.6,3.6,44.0,Medium
STU03757,8.4,0,3.0,91,2.6,7.0,16.2,Low
STU03758,5.3,3,4.0,71,6.4,7.7,38.7,Medium
STU03759,7.6,12,4.5,98,6.0,4.1,39.6,Medium
STU03760,8.0,10,6.1,46,5.6,4.1,43.8,Medium
STU03761,7.4,3,3.7,43,7.5,6.6,40.2,Medium
STU03762,5.1,15,8.7,57,9.4,6.9,70.3,High
STU03763,5.0,5,8.6,72,4.6,4.4,46.0,Medium
STU03764,4.2,7,1.5,43,9.3,5.6,51.9,Medium
STU03765,3.9,15,9.0,65,3.8,5.6,62.1,Medium
STU03766,6.4,11,11.9,84,4.4,1.8,49.8,Medium
STU03767,4.1,5,4.0,66,4.0,5.6,42.0,Medium
STU03768,8.6,5,9.5,77,3.1,1.0,27.1,Low
STU03769,7.2,1,3.4,99,4.2,3.1,23.5,Low
STU03770,4.2,5,6.4,48,3.3,2.3,41.4,Medium
STU03771,3.6,2,4.3,60,5.4,4.3,37.1,Medium
STU03772,6.2,8,6.0,95,6.3,3.3,38.6,Medium
STU03773,7.2,12,8.2,54,8.9,3.0,55.6,Medium
STU03774,4.6,15,2.6,79,7.8,2.6,49.2,Medium
STU03775,6.8,5,8.4,73,3.4,5.0,37.7,Medium
STU03776,5.0,12,3.8,50,5.1,6.7,56.9,Medium
STU03777,9.1,12,5.8,94,9.1,1.7,37.6,Medium
STU03778,6.0,14,1.2,77,3.5,7.0,49.2,Medium
STU03779,6.3,2,10.0,41,2.0,0.6,28.5,Low
STU03780,7.9,9,1.2,61,9.6,4.9,41.2,Medium
STU03781,3.5,9,5.8,81,7.5,4.0,54.1,Medium
STU03782,3.9,0,9.4,95,5.2,7.8,40.2,Medium
STU03783,5.8,7,9.9,56,9.3,4.7,53.0,Medium
STU03784,4.0,10,3.0,91,8.0,7.4,55.7,Medium
STU03785,8.9,8,9.0,61,3.1,2.1,39.2,Medium
STU03786,5.5,13,10.0,42,2.9,4.9,53.9,Medium
STU03787,5.2,1,3.1,88,6.7,5.0,29.6,Low
STU03788,4.4,13,6.5,51,1.6,7.4,50.4,Medium
STU03789,5.5,8,4.4,41,8.4,3.0,53.1,Medium
STU03790,9.0,8,2.3,77,1.3,4.8,32.0,Low
STU03791,6.9,14,8.5,77,3.6,1.1,50.4,Medium
STU03792,5.2,4,5.0,95,3.7,4.1,34.8,Low
STU03793,5.0,15,2.3,99,4.5,7.4,50.6,Medium
